,n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres
861,51497,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Robert Louis Stevenson,3.96,"99,480 ratings",916   reviews,"
'He put the glass to his lips and drank at one gulp... his face became suddenly black and the features seemed to melt and alter'
Published as a 'shilling shocker', Robert Louis Stevenson's dark psychological fantasy gave birth to the idea of the split personality. The story of respectable Dr Jekyll's strange association with 'damnable young man' Edward Hyde; the hunt through fog-bound London for a killer; and the final revelation of Hyde's true identity is a chilling exploration of humanity's basest capacity for evil. The other stories in this volume also testify to Stevenson's inventiveness within the Gothic tradition: ""Olalla', a tale of vampirism and tainted family blood, and 'The Body Snatcher', a gruesome fictionalisation of the exploits of the notorious Burke and Hare.This edition contains a critical introduction by Robert Mighall, which discusses class, criminality and the significance of the story's London setting. It also includes an essay on the scientific contexts of the novel and the development of the idea of the Jekyll-and-Hyde personality.",0141439734,9780141439730,Paperback,,178 pages,Published       February 27th 2003        by Penguin Classics                       (first published January 5th 1886),"['Classics', 'Horror', 'Fiction', 'Gothic', 'Science Fiction']"
862,148465,Forever,Pete Hamill,3.93,"10,506 ratings","1,442   reviews","This widely acclaimed bestseller is the magical, epic tale of an extraordinary man who arrives in New York in 1740 and remains... forever. Through the eyes of Cormac O'Connor--granted immortality as long as he never leaves the island of Manhattan--we watch New York grow from a tiny settlement on the tip of an untamed wilderness to the thriving metropolis of today. And through Cormac's remarkable adventures in both love and war, we come to know the city's buried secrets--the way it has been shaped by greed, race, and waves of immigration, by the unleashing of enormous human energies, and, above all, by hope.",0316735698,9780316735698,Paperback,,613 pages,Published       November 3rd 2003        by Back Bay Books                       (first published October 1st 2002),"['Fiction', 'Historical', 'Historical Fiction', 'Fantasy', 'New York']"
863,822,The Confusion,Neal Stephenson,4.26,"21,259 ratings",670   reviews,"In the year 1689, a cabal of Barbary galley slaves -- including one Jack Shaftoe, aka King of the Vagabonds, aka Half-Cocked Jack -- devises a daring plan to win freedom and fortune. A great adventure ensues -- a perilous race for an enormous prize of silver ... nay, gold ... nay, legendary gold.In Europe, the exquisite and resourceful Eliza, Countess de la Zeur, is stripped of her immense personal fortune by France's most dashing privateer. Penniless and at risk from those who desire either her or her head (or both), she is caught up in a web of international intrigue, even as she desperately seeks the return of her most precious possession.Meanwhile, Newton and Leibniz continue to propound their grand theories as their infamous rivalry intensifies, stubborn alchemy does battle with the natural sciences, dastardly plots are set in motion ... and Daniel Waterhouse seeks passage to the Massachusetts colony in hopes of escaping the madness into which his world has descended.This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",0060733357,9780060733353,Paperback,,815 pages,Published       June 14th 2005        by William Morrow Paperbacks                       (first published April 13th 2004),"['Fiction', 'Historical', 'Historical Fiction', 'Science Fiction', 'Fantasy', 'Historical']"
864,17333230,The Luminaries,Eleanor Catton,3.72,"57,573 ratings","7,550   reviews","It is 1866, and young Walter Moody has come to make his fortune upon the New Zealand goldfields. On the stormy night of his arrival, he stumbles across a tense gathering of twelve local men who have met in secret to discuss a series of unexplained events: A wealthy man has vanished, a prostitute has tried to end her life, and an enormous fortune has been discovered in the home of a luckless drunk. Moody is soon drawn into the mystery: a network of fates and fortunes that is as complex and exquisitely ornate as the night sky. Richly evoking a mid-nineteenth-century world of shipping, banking, and gold rush boom and bust, The Luminaries is a brilliantly constructed, fiendishly clever ghost story and a gripping page-turner.",0316074314,9780316074315,Hardcover,,848 pages,"Published       October 15th 2013        by Little, Brown and Company                       (first published August 24th 2013)","['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Historical']"
865,24445517,Maybe Someday,Colleen Hoover,4.29,"150,520 ratings","16,207   reviews","Contains exclusive content: songs from Griffin Peterson Sydney is living in an idyllic bubble—she's a dedicated student with a steady job on the side. She lives with her best friend, has a great boyfriend, and the music coming from the balcony opposite hers is fast becoming the soundtrack to her life. But when Sydney finds out her boyfriend is cheating on her, the bubble bursts. The mysterious and attractive man behind the music, Ridge, gives Sydney hope that she can move on and they begin to write songs together. But moving on is harder than she expects, Sydney can only hope…. Maybe someday… Colleen Hoover draws you in to this passionate tale of music, love and betrayal…",B00DPM7RJW,B00DPM7RJW,Kindle Edition,,385 pages,Published       March 18th 2014        by Atria Books,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Romance', 'Contemporary Romance']"
866,1809465,Rodrick Rules,Jeff Kinney,4.12,"119,993 ratings","6,726   reviews","The highly anticipated sequel to the #1 NEW YORK TIMES bestselling book! Secrets have a way of getting out, especially when a diary is involved. Whatever you do, don’t ask Greg Heffley how he spent his summer vacation, because he definitely doesn’t want to talk about it. As Greg enters the new school year, he’s eager to put the past three months behind him . . . and one event in particular. Unfortunately for Greg, his older brother, Rodrick, knows all about the incident Greg wants to keep under wraps. But secrets have a way of getting out . . . especially when a diary is involved. Diary of a Wimpy Kid: Rodrick Rules chronicles Greg’s attempts to navigate the hazards of middle school, impress the girls, steer clear of the school talent show, and most important, keep his secret safe.",0810994739,9780810994737,Hardcover,,224 pages,Published       February 1st 2008        by Amulet Books,"['Humor', 'Fiction', 'Childrens', 'Realistic Fiction']"
867,3018539,Death with Interruptions,José Saramago,3.99,"30,370 ratings","3,209   reviews","Nobel Prize-winner Jose Saramago's brilliant new novel poses the question what happens when the grim reaper decides there will be no more death? On the first day of the new year, no one dies. This, of course, causes consternation among politicians, religious leaders, morticians, and doctors. Among the general public, on the other hand, there is initially mass celebration. Flags are hung out on balconies; people dance in the streets. They have achieved the great goal of humanity: eternal life. Then reality hits home—families are left to care for the permanently dying; life-insurance policies become meaningless; and funeral parlors are reduced to arranging burials for pet dogs, cats, hamsters, and parrots. Death sits in her chilly apartment, where she lives alone with scythe and filing cabinets and contemplates her experiment: What if no one ever died again? What if she, death with a small ""d,"" became human and were to fall in love?",0151012741,9780151012749,Hardcover,,238 pages,Published       September 1st 2008        by Harcourt                       (first published December 2005),"['Fiction', 'Fantasy', 'Magical Realism', 'Literature', 'Novels', 'European Literature', 'Portuguese Literature']"
868,51590,Frisk,Dennis Cooper,3.42,"3,098 ratings",133   reviews,"Cooper says, ""I present the actual act of evil so it's visible and give it a bunch of facets so that you can actually look at it and experience it. You're seduced into dealing with it. ... So with Frisk, whatever pleasure you got out of making a picture in your mind based on ... those people being murdered, you take responsibility for it."" In unsparingly confessional mode, Cooper leads the reader into a confrontation with what they get out of fantasized scenes of violence. A brilliant novel -- not a genre horror work but, rather, a critique of the power of genre. ",2867449235,9782867449239,Paperback,,204 pages,Published       October 23rd 2002        by Grove Weidenfeld                       (first published 1991),"['Fiction', 'LGBT', 'GLBT', 'Queer', 'Horror', 'Dark']"
869,11366397,The Program,Suzanne Young,4.06,"40,432 ratings","5,276   reviews","In Sloane’s world, true feelings are forbidden, teen suicide is an epidemic, and the only solution is The Program.Sloane knows better than to cry in front of anyone. With suicide now an international epidemic, one outburst could land her in The Program, the only proven course of treatment. Sloane’s parents have already lost one child; Sloane knows they’ll do anything to keep her alive. She also knows that everyone who’s been through The Program returns as a blank slate. Because their depression is gone—but so are their memories.Under constant surveillance at home and at school, Sloane puts on a brave face and keeps her feelings buried as deep as she can. The only person Sloane can be herself with is James. He’s promised to keep them both safe and out of treatment, and Sloane knows their love is strong enough to withstand anything. But despite the promises they made to each other, it’s getting harder to hide the truth. They are both growing weaker. Depression is setting in. And The Program is coming for them.",1442445807,9781442445802,Hardcover,,405 pages,Published       April 30th 2013        by Simon Pulse,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance']"
870,16109563,Undeniable,Madeline Sheehan,4.06,"47,055 ratings","4,641   reviews","Librarian Note: Alternate Cover Edition for 9781301741724.***Warning*** (This book contains several aspects of the uglier side of life; it is not for everyone.)The story of Deuce and Eva...An undeniable connection that stands the test of time.Unforgettable moments.Love and pain and everything in between.I was five years old when I met Deuce, he was twenty-three, and it was visiting day at Riker's Island. My father, Damon Fox or ""Preacher"", the President of the infamous ""Silver Demon's"" motorcycle club -mother chapter- in East Village, New York City, was doing a five-year stint for aggravated assault and battery with a deadly weapon. It was not the first time my father had been in prison and it wouldn't be the last. The Silver Demon's MC was a notorious group of criminals who lived by the code of the road and gave modern society and all it entailed a great big f**k you.""Never forget the day Eva came bouncin' into my f**ked up life, shakin' pigtails, singin' Janis, wearin’ chucks and sharin' peanuts and straight up stole any decency I had left which wasn't a whole lot but she f**kin' took it and I've been hers ever since.""",English,English,ebook,,219 pages,Published       October 25th 2012        by Madeline Sheehan                       (first published October 6th 2012),"['Romance', 'Dark', 'Contemporary']"
871,56842,Fatherland,Robert   Harris,3.98,"31,094 ratings","1,870   reviews","It is twenty years after Nazi Germany's triumphant victory in World War II and the entire country is preparing for the grand celebration of the Führer's seventy-fifth birthday, as well as the imminent peacemaking visit from President Kennedy.Meanwhile, Berlin Detective Xavier March -- a disillusioned but talented investigation of a corpse washed up on the shore of a lake. When a dead man turns out to be a high-ranking Nazi commander, the Gestapo orders March off the case immediately. Suddenly other unrelated deaths are anything but routine.Now obsessed by the case, March teams up with a beautiful, young American journalist and starts asking questions...dangerous questions. What they uncover is a terrifying and long-concealed conspiracy of such astonding and mind-numbing terror that is it certain to spell the end of the Third Reich -- if they can live long enough to tell the world about it.",0061006629,9780061006623,Paperback,,380 pages,Published       April 1st 1993        by HarperTorch                       (first published May 26th 1992),"['Fiction', 'Historical', 'Historical Fiction', 'Science Fiction', 'Alternate History', 'Thriller', 'Mystery', 'Mystery', 'Crime', 'Science Fiction']"
872,41128585,Love is the Answer God is the Cure,Aimee Cabo Nikolov,4.32,"2,127 ratings",63   reviews,"“Love is the Answer, God is the Cure” is the story of Aimee Cabo, who was in the Miami news for almost five years from 1989 to 1994 in a case the media named “The Case from Hell.” This sexual abuse case pitted she and her sister against her parents who denied all culpability. As she battled court battles, poverty, abuse, and addiction, Aimee always turned to love and to God. This is the story of a woman who had all the odds against her and how she persevered to find true love and form a family that could withstand anything.",English,English,Paperback,,154 pages,Published       August 7th 2018        by Inspirational Books Publishing,"['Contemporary', 'Novels']"
873,49006,The Darkest Hour,Erin Hunter,4.53,"34,885 ratings","1,172   reviews","ThunderClan's darkest hour is upon them, as Tigerstar's quest for power plunges all the Clans into the most terrible danger any cat has ever faced. In order to save his Clan and his friends, Fireheart must uncover the meaning of an ominous proclamation from StarClan:""Four will become two. Lion and tiger will meet in battle, and blood will rule the forest.""The time has come for prophecies to unfold, and for heroes to rise ...",0060525851,9780060525859,Paperback,,315 pages,Published       October 1st 2005        by Avon Books,"['Fantasy', 'Animals', 'Fiction']"
874,15790842,Life After Life,Kate Atkinson,3.76,"184,603 ratings","23,180   reviews","What if you could live again and again, until you got it right? On a cold and snowy night in 1910, Ursula Todd is born to an English banker and his wife. She dies before she can draw her first breath. On that same cold and snowy night, Ursula Todd is born, lets out a lusty wail, and embarks upon a life that will be, to say the least, unusual. For as she grows, she also dies, repeatedly, in a variety of ways, while the young century marches on towards its second cataclysmic world war. Does Ursula's apparently infinite number of lives give her the power to save the world from its inevitable destiny? And if she can - will she?",0316176486,9780316176484,Hardcover,,531 pages,Published       April 2nd 2013        by Reagan Arthur Books                       (first published March 14th 2013),"['Fiction', 'Historical', 'Historical Fiction', 'Fantasy', 'Historical', 'Science Fiction', 'Time Travel']"
875,2200877,The Sugar Queen,Sarah Addison Allen,3.98,"47,349 ratings","5,407   reviews","In this irresistible novel, Sarah Addison Allen, author of the New York Times bestselling debut, Garden Spells, tells the tale of a young woman whose family secrets—and secret passions—are about to change her life forever.Josey Cirrini is sure of three things: winter is her favorite season, she’s a sorry excuse for a Southern belle, and sweets are best eaten in the privacy of her closet. For while Josey has settled into an uneventful life in her mother’s house, her one consolation is the stockpile of sugary treats and paperback romances she escapes to each night…. Until she finds her closet harboring Della Lee Baker, a local waitress who is one part nemesis—and two parts fairy godmother. With Della Lee’s tough love, Josey’s narrow existence quickly expands. She even bonds with Chloe Finley, a young woman who is hounded by books that inexplicably appear when she needs them—and who has a close connection to Josey’s longtime crush. Soon Josey is living in a world where the color red has startling powers, and passion can make eggs fry in their cartons. And that’s just for starters.Brimming with warmth, wit, and a sprinkling of magic, here is a spellbinding tale of friendship, love—and the enchanting possibilities of every new day.",0553805495,9780553805499,Hardcover,,276 pages,Published       May 20th 2008        by Bantam,"['Fiction', 'Magical Realism', 'Romance', 'Womens Fiction', 'Chick Lit', 'Fantasy', 'Contemporary']"
876,13595639,The Name of the Star,Maureen Johnson,3.90,"45,004 ratings","5,089   reviews","Jack the Ripper is back, and he's coming for Rory next....Louisiana teenager Rory Deveaux arrives in London to start a new life at boarding school just as a series of brutal murders mimicking the horrific Jack the Ripper killing spree of more than a century ago has broken out across the city. The police are left with few leads and no witnesses. Except one. Rory spotted the man believed to be the prime suspect. But she is the only one who saw him - the only one who can see him. And now Rory has become his next target...unless she can tap her previously unknown abilities to turn the tables.",0142422053,9780142422052,Paperback,,372 pages,Published       October 2nd 2012        by Speak                       (first published September 29th 2011),"['Young Adult', 'Mystery', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Ghosts']"
877,831194,Forest of Secrets,Erin Hunter,4.42,"38,034 ratings","1,304   reviews","Allegiances are shifting among the Clans of warrior cats that roam the forest. With tensions so delicately balanced, former friends can become enemies overnight, and some cats are willing to kill to get what they want.Fireheart is determined to find out the truth about the mysterious death of brave ThunderClan warrior Redtail. But as he searches for answers, he uncovers secrets that some believe would be better left hidden.",0060525614,9780060525613,Paperback,,312 pages,Published       October 5th 2004        by Avon                       (first published October 14th 2003),"['Fantasy', 'Animals', 'Fiction']"
878,400412,The Waste Land and Other Poems,T.S. Eliot,4.23,"47,882 ratings",785   reviews,"Few readers need any introduction to the work of the most influential poet of the twentieth century. In addition to the title poem, this selecion includes ""The Love Song of J. Alfred Prufrock"", ""Gerontion"", ""Ash Wednesday"", and other poems from Mr. Eliot's early and middle work. ""In ten years' time,"" wrote Edmund Wilson in Axel0s Castle (1931), ""Eliot has left upon English poetry a mark more unmistakable than that of any other poet writing in English."" In 1948 Mr. Eliot was awarded the Nobel Prize ""for his work as trail-blazing pioneer of modern poetry"".",015694877X,9780156948777,Paperback,A Harvest Book HB 1,88 pages,Published       August 4th 1955        by Harcourt Brace Jovanovich                       (first published 1940),"['Poetry', 'Classics', 'Fiction', 'Literature', 'Literature', '20th Century', 'Academic', 'School', 'Literature', 'American', 'European Literature', 'British Literature', 'Academic', 'College', 'Literary Fiction']"
879,12187,"Ada, or Ardor: A Family Chronicle",Vladimir Nabokov,4.15,"8,765 ratings",661   reviews,"Published two weeks after his seventieth birthday, Ada, or Ardor is one of Nabokov's greatest masterpieces, the glorious culmination of his career as a novelist.  It tells a love story troubled by incest. But more: it is also at once a fairy tale, epic, philosophical treatise on the nature of time, parody of the history of the novel, and erotic catalogue. Ada, or Ardor is no less than the superb work of an imagination at white heat.This is the first American edition to include the extensive and ingeniously sardonic appendix by the author, written under the anagrammatic pseudonym Vivian Darkbloom.",0679725229,9780679725220,Paperback,,604 pages,Published       February 19th 1990        by Vintage                       (first published 1969),"['Fiction', 'Classics', 'Cultural', 'Russia', 'Literature']"
880,172732,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,3.79,"27,704 ratings","1,595   reviews","The young Che Guevara’s lively and highly entertaining travel diary, now a popular movie and a New York Times bestseller. This new, expanded edition features exclusive, unpublished photos taken by the 23-year-old Ernesto on his journey across a continent, and a tender preface by Aleida Guevara, offering an insightful perspective on the man and the icon.Features of this edition include:A preface by Che Guevara’s daughter AleidaIntroduction by Cintio Vintier, well-known Latin American poetPhotos & maps from the original journeyPostcript: Che’s personal reflections on his formative years: “A child of my environment.”  Published in association with the Che Guevara Studies Center, Havana ",1876175702,9781876175702,Paperback,,175 pages,Published       August 1st 2003        by Ocean Press                       (first published October 1st 1992),"['Nonfiction', 'Travel', 'Biography', 'History', 'Autobiography', 'Memoir']"
881,24856817,Off the Grid: The Catalyst,Brian  Courtney,4.19,379 ratings,29   reviews,"A man without a name who called himself Pan wanted something more, something better. For as long as he could remember, something or someone was calling to him, draining him, making him hungry, making him strive for more, more of everything. Living the life and pursuing the happiness, Pan lived the ""American Dream"". Like so many cheerleaders, Pan worked hard to climb the ladder and he bought almost everything that ""they"" sold. Avoiding the questions and numbing the pain, Pan turned to drink and did drugs, he listened to loud music and had meaningless sex. He was a true consumer and a glutton until all the hedonism and all the materialism could no longer fill the void and help fulfill his life, his liberty and his pursuit of happiness. The sports cars and white picket fences of the picturesque dream were now blurry and misshapen. His dream was shattered and the cracks revealed. Now he waits and watches and fears for the future that he knows is so near. Living in the shadows and preparing for tomorrow, he hopes that he is wrong, but knows that he is right.",English,English,Paperback,,270 pages,Published       March 24th 2015        by Self Published                       (first published March 20th 2015),"['New Adult', 'Suspense', 'Thriller', 'Mystery']"
882,15197,Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,4.39,"114,405 ratings","2,832   reviews","Acclaimed as a quiet triumph and a brutally moving work of art, the first volume of Art Spieglman's Maus introduced readers to Vladek Spiegleman, a Jewish survivor of Hitler's Europe, and his son, a cartoonist trying to come to terms with his father, his father's terrifying story, and History itself. Its form, the cartoon (the Nazis are cats, the Jews mice), succeeds perfectly in shocking us out of any lingering sense of familiararity with the events described, approaching, as it does, the unspeakable through the diminutive.This second volume, subtitled And Here My Troubles Began, moves us from the barracks of Auschwitz to the bungalows of the Catskills. Genuinely tragic and comic by turns, it attains a complexity of theme and a precision of thought new to comics and rare in any medium. Maus ties together two powerful stories: Vladek's harrowing tale of survival against all odds, delineating the paradox of daily life in the death camps, and the author's account of his tortured relationship with his aging father. At every level this is the ultimate survivor's tale - and that too of the children who somehow survive even the survivors.",0679729771,9780679729778,Paperback,,144 pages,Published       September 1992        by Pantheon Books                       (first published 1991),"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Nonfiction', 'History', 'Autobiography', 'Memoir', 'World War II', 'Holocaust']"
883,30259,For a Few Demons More,Kim Harrison,4.33,"51,915 ratings","1,313   reviews","Despite dating one vampire and living with another, Rachel Morgan has stayed ahead of trouble until now. A serial killer stalks the Hollows, claims victims across society, and ignites a vicious Inderland gang war. Rachel hides an ancient artifact that could stop the killer or start a battle to the death among supernatural races of Cincinnati. Every action has its price. When the vampire master Piscary is set free and the demonic Algaliarept dares to walk openly under the sun, even Rachel Morgan can't hide forever.",0060788380,9780060788384,Hardcover,1st Edition,456 pages,Published       March 20th 2007        by Harper Voyager,"['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Paranormal', 'Witches', 'Fantasy', 'Magic']"
884,18632934,The Bridges of Constantine,Ahlam Mosteghanemi,3.84,"22,515 ratings","1,936   reviews","The Bridges of Constantine is a poignant fresco of Algeria over the last 50 years, a searing love story and a hymn to a lost city. Khaled, a former revolutionary in the Algerian war of liberation has been in self-exile in Paris for two decades, disgusted by the corruption that now riddles the country he once fought for. He has become a celebrated painter, and at the opening of one of his exhibitions, Hayat, the daughter of his old revolutionary commander, unexpectedly reenters Khaled's life. Hayat had been just a child when he last saw her, but she has now become a seductive young novelist.Khaled is consumed with passion for her, and she comes to embody the homeland and the city he still grieves for – the city he paints over and over again in his canvases. Through Hayat, his past is breathed back into life and he at last begins to confront his feelings about Algeria. But for Hayat, as elusive as she is tender, the question of what one should yearn for is not so simple, and the choices she makes will have devastating consequences for them both.The first novel in an award-winning, bestselling trilogy that spans Algeria's tumultuous recent history, The Bridges of Constantine is a lyrical and heartrending love story about loss and remembrance, exile and belonging.",1408846403,9781408846407,Hardcover,,320 pages,Published       December 5th 2013        by Bloomsbury                       (first published January 1st 1993),"['Novels', 'Fiction']"
885,8379374,Backstage Pass,Olivia Cunning,4.04,"55,319 ratings","3,444   reviews","Five stunning guys, one hot woman, and a feverish romance...For him, life is all music and no play...When Brian Sinclair, lead songwriter and guitarist of the hottest metal band on the scene, loses his creative spark, it will take nights of downright sinful passion to release his pent-up genius...She's the one to call the tune...When sexy psychologist Myrna Evans goes on tour with the Sinners, every boy in the band tries to seduce her. But Brian is the only one she wants to get her hands on...Then the two lovers' wildly shocking behavior sparks the whole band to new heights of glory... and sin...",1402244428,9781402244421,Paperback,,344 pages,Published       October 1st 2010        by Sourcebooks Casablanca                       (first published 2010),"['Romance', 'Adult Fiction', 'Erotica', 'Contemporary', 'Romance', 'Contemporary Romance', 'Adult', 'Romance', 'Erotic Romance']"
886,17182126,Steelheart,Brandon Sanderson,4.16,"131,591 ratings","12,289   reviews","Ten years ago, Calamity came. It was a burst in the sky that gave ordinary men and women extraordinary powers. The awed public started calling them Epics. But Epics are no friend of man. With incredible gifts came the desire to rule. And to rule man you must crush his will.Nobody fights the Epics...nobody but the Reckoners. A shadowy group of ordinary humans, they spend their lives studying Epics, finding their weaknesses, and then assassinating them.And David wants in. He wants Steelheart — the Epic who is said to be invincible. The Epic who killed David's father. For years, like the Reckoners, David's been studying, and planning — and he has something they need. Not an object, but an experience.He's seen Steelheart bleed. And he wants revenge.",0385743564,9780385743563,Hardcover,,386 pages,Published       September 24th 2013        by Delacorte Press,"['Fantasy', 'Young Adult', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Fiction']"
887,174834,The Cost of Discipleship,Dietrich Bonhoeffer,4.29,"31,072 ratings","1,021   reviews","One of the most important theologians of the twentieth century illuminates the relationship between ourselves and the teachings of Jesus in this classic text on ethics, humanism, and civic duty.What can the call to discipleship, the adherence to the word of Jesus, mean today to the businessman, the soldier, the laborer, or the aristocrat? What did Jesus mean to say to us? What is his will for us today? Drawing on the Sermon on the Mount, Dietrich Bonhoeffer answers these timeless questions by providing a seminal reading of the dichotomy between ""cheap grace"" and ""costly grace."" ""Cheap grace,"" Bonhoeffer wrote, ""is the grace we bestow on ourselves...grace without discipleship....Costly grace is the gospel which must be sought again and again, the girl which must be asked for, the door at which a man must know....It is costly because it costs a man his life, and it is grace because it gives a man the only true life.""The Cost of Discipleship is a compelling statement of the demands of sacrifice and ethical consistency from a man whose life and thought were exemplary articulations of a new type of leadership inspired by the Gospel, and imbued with the spirit of Christian humanism and a creative sense of civic duty.",0684815001,9780684815008,Paperback,,320 pages,Published       September 1st 1995        by Touchstone                       (first published 1937),"['Religion', 'Theology', 'Christian', 'Religion', 'Christianity', 'Religion', 'Nonfiction', 'Christian', 'Christian Living', 'Religion', 'Faith', 'Christianity', 'Discipleship', 'Spirituality', 'Classics']"
888,12425532,Of Poseidon,Anna Banks,4.03,"43,978 ratings","4,465   reviews","Galen is the prince of the Syrena, sent to land to find a girl he's heard can communicate with fish. Emma is on vacation at the beach. When she runs into Galen—literally, ouch!—both teens sense a connection. But it will take several encounters, including a deadly one with a shark, for Galen to be convinced of Emma's gifts. Now, if he can only convince Emma that she holds the key to his kingdom...Told from both Emma and Galen's points of view, here is a fish-out-of-water story that sparkles with intrigue, humor, and waves of romance.",1250003326,9781250003324,Hardcover,,324 pages,Published       May 22nd 2012        by Feiwel & Friends                       (first published May 1st 2012),"['Fantasy', 'Young Adult', 'Romance', 'Mythology', 'Mermaids', 'Fantasy', 'Paranormal', 'Fantasy', 'Mythology']"
889,545425,الرحيق المختوم,المباركفوري، صفي الرحمن,4.57,"15,936 ratings","1,377   reviews","الرحيق المختومبحث في السيرة النبوية.تأليف: الشيخ صفي الرحمن المباركفوري.قُدِّم في مسابقة رابطة العالم الإسلامي في السيرة النبوية الشريفة، وحاز البحث على المركز الأول.""ومن منهجي في هذا الكتاب ـ عدا ما جاء في إعلان الرابطة ـ أني قررت سلوك سبيل الاعتدال، متجنبًا التطويل الممل والإيجاز المخل، وقد وجدت المصادر تختلف فيما بينها حول كثير مما يتعلق بالأحداث اختلافًا لا يحتمل الجمع والتوفيق، فاخترت سبيل الترجيح، وأثبت في الكتاب ما ترجح لدي بعد التدقيق في الدراسة والنقد، إلا أني طويت ذكر الدلائل والوجوه؛ لأن ذلك يفضي إلى طول غير مطلوب‏.أما بالنسبة لقبول الروايات وردها فقد استفدت في ذلك مما كتبه الأئمة المتقنون، واعتمدت عليهم فيما حكموا به من الصحة والحسن والضعف؛ إذ لم أجد وقتًا يكفي للخوض في هذا المجال‏.‏وقد أشرت في بعض المواضع إلى بعض الدلائل ووجوه الترجيح، وذلك حينما خِفْتُ الاستغراب ممن يقرأ الكتاب، أو رأيت شبه الاتفاق فيما بين الأولين والآخرين على خلاف ما هو الصواب‏.‏ والله ولي التوفيق‏.‏"" الجمعة المباركة 24/7/1396هـ23/7/1976مصفي الرحمن المباركفوريالجامعة السلفيةبنارس - الهند",9953320993,9953320993,Hardcover,,498 pages,Published       2005        by Darussalam Publishers                       (first published January 1979),"['Religion', 'Islam', 'Religion', 'History', 'Biography']"
890,17225311,Tampa,Alissa Nutting,3.38,"17,656 ratings","3,268   reviews","Celeste Price is an eighth-grade English teacher in suburban Tampa. She's undeniably attractive. She drives a red Corvette with tinted windows. Her husband, Ford, is rich, square-jawed, and devoted to her.But Celeste's devotion lies elsewhere. She has a singular sexual obsession—fourteen-year-old boys. Celeste pursues her craving with sociopathic meticulousness and forethought; her sole purpose in becoming a teacher is to fulfill her passion and provide her access to her compulsion. As the novel opens, fall semester at Jefferson Jr. High is beginning.In mere weeks, Celeste has chosen and lured the lusciously naive Jack Patrick into her web. Jack is enthralled and in awe of his teacher, and, most important, willing to accept Celeste's terms for a secret relationship—car rides after school; rendezvous at Jack's house while his single father works late; body-slamming encounters in Celeste's empty classroom between periods.Ever mindful of the danger—the perpetual risk of exposure, Jack's father's own attraction to her, and the ticking clock as Jack leaves innocent boyhood behind—the hyperbolically insatiable Celeste bypasses each hurdle with swift thinking and shameless determination, even when the solutions involve greater misdeeds than the affair itself. In slaking her sexual thirst, Celeste Price is remorseless and deviously free of hesitation, a monstress driven by pure motivation. She deceives everyone, and cares nothing for anyone or anything but her own pleasure.With crackling, rampantly unadulterated prose, Tampa is a grand, uncompromising, seriocomic examination of want and a scorching literary debut.",0062280562,9780062280565,ebook,,272 pages,Published       July 2nd 2013        by Ecco,"['Fiction', 'Contemporary', 'Mystery', 'Crime', 'Adult', 'Dark']"
891,13662,The Tombs of Atuan,Ursula K. Le Guin,4.09,"80,138 ratings","2,589   reviews","Librarian's Note: For an alternate cover edition of the same ISBN, click here.When young Tenar is chosen as high priestess to the ancient and nameless Powers of the Earth, everything is taken away - home, family, possessions, even her name. For she is now Arha, the Eaten One, guardian of the ominous Tombs of Atuan. While she is learning her way through the dark labyrinth, a young wizard, Ged, comes to steal the Tombs' greatest hidden treasure, the Ring of Erreth-Akbe. But Ged also brings with him the light of magic, and together, he and Tenar escape from the darkness that has become her domain.",0689845367,9780689845369,Mass Market Paperback,,180 pages,Published       September 1st 2001        by Gallery / Saga Press                       (first published 1970),"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy']"
892,17143,Go Tell It on the Mountain,James Baldwin,4.02,"39,104 ratings","2,195   reviews","Go Tell It On The Mountain, first published in 1953, is Baldwin's first major work, a semi-autobiographical novel that has established itself as an American classic. With lyrical precision, psychological directness, resonating symbolic power, and a rage that is at once unrelenting and compassionate, Baldwin chronicles a fourteen-year-old boy's discovery of the terms of his identity as the stepson of the minister of a storefront Pentecostal church in Harlem one Saturday in March of 1935. Baldwin's rendering of his protagonist's spiritual, sexual, and moral struggle of self-invention opened new possibilities in the American language and in the way Americans understand themselves.",0141185910,9780141185910,Paperback,,256 pages,Published       2001        by Penguin                       (first published 1954),"['Fiction', 'Classics', 'Cultural', 'African American', 'Religion', 'Literature', 'Novels']"
